,Date,Daily Rainfall Total (mm),Highest 30-min Rainfall (mm),Highest 60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Year
0,1 Dec,16.4,10.0,13.2,15.2,26.4,31.0,23.4,6.6,31.5,2018
1,2 Dec,7.2,5.8,6.2,6.8,26.5,30.2,24.0,6.9,29.6,2018
2,3 Dec,3.0,2.4,2.6,2.6,27.4,31.7,24.2,6.0,31.5,2018
3,4 Dec,15.2,9.2,9.2,9.2,27.1,30.3,24.5,5.2,31.5,2018
4,5 Dec,8.2,7.0,8.0,8.0,26.8,30.9,25.2,6.7,24.1,2018
5,6 Dec,0.0,0.0,0.0,0.0,27.1,31.6,24.9,5.6,29.6,2018
6,7 Dec,5.0,5.0,5.0,5.0,27.6,32.7,25.5,6.3,35.2,2018
7,8 Dec,22.0,17.2,19.4,20.0,26.6,30.1,24.9,6.9,29.6,2018
8,9 Dec,0.0,0.0,0.0,0.0,26.6,29.9,24.5,6.5,25.9,2018
9,10 Dec,0.0,0.0,0.0,0.0,27.2,30.2,24.7,6.2,18.5,2018
10,11 Dec,30.4,16.0,19.2,25.2,25.7,26.9,23.9,6.3,25.9,2018
11,12 Dec,0.0,0.0,0.0,0.0,26.8,29.4,24.4,6.8,16.7,2018
12,13 Dec,10.8,1.8,3.4,5.4,26.0,30.5,24.4,12.7,42.6,2018
13,14 Dec,10.4,7.4,7.6,7.6,25.4,26.4,24.3,7.4,24.1,2018
14,15 Dec,6.2,1.4,2.0,3.2,25.8,28.3,24.4,8.2,24.1,2018
15,16 Dec,7.2,7.0,7.2,7.2,27.3,32.2,24.2,8.7,35.2,2018
16,17 Dec,37.0,24.2,36.6,37.0,27.0,31.1,23.9,9.0,29.6,2018
17,18 Dec,10.2,6.4,6.4,6.4,26.6,30.9,24.6,7.6,25.9,2018
18,19 Dec,0.4,0.2,0.2,0.2,25.9,27.9,24.7,9.6,25.9,2018
19,20 Dec,0.0,0.0,0.0,0.0,27.0,31.3,23.8,9.0,33.3,2018
20,21 Dec,0.0,0.0,0.0,0.0,27.1,31.2,24.4,7.9,31.5,2018
21,22 Dec,9.0,7.8,8.4,8.8,25.9,29.3,23.4,7.9,29.6,2018
22,23 Dec,0.8,0.2,0.2,0.4,26.4,30.3,24.2,10.2,38.9,2018
23,24 Dec,0.0,0.0,0.0,0.0,27.1,30.3,25.3,13.7,40.7,2018
24,25 Dec,0.0,0.0,0.0,0.0,27.4,31.7,25.3,13.2,38.9,2018
25,26 Dec,0.0,0.0,0.0,0.0,27.4,31.0,25.7,13.3,37.0,2018
26,27 Dec,0.0,0.0,0.0,0.0,27.4,30.4,25.8,14.0,37.0,2018
27,28 Dec,0.2,0.2,0.2,0.2,26.8,30.1,25.3,10.9,33.3,2018
28,29 Dec,15.8,11.0,11.4,15.8,26.3,30.3,23.1,10.4,33.3,2018
29,30 Dec,0.0,0.0,0.0,0.0,27.2,31.1,25.0,10.5,33.3,2018
30,31 Dec,0.0,0.0,0.0,0.0,27.4,31.3,24.6,11.3,42.6,2018
0,1 Nov,2.6,2.6,2.6,2.6,27.2,29.1,24.2,5.8,38.9,2018
1,2 Nov,0.4,0.4,0.4,0.4,27.6,32.1,25.2,6.4,27.8,2018
2,3 Nov,0.0,0.0,0.0,0.0,27.5,31.4,25.1,7.1,27.8,2018
3,4 Nov,0.8,0.8,0.8,0.8,28.9,32.8,24.3,9.1,29.6,2018
4,5 Nov,40.4,23.4,27.0,29.6,25.4,27.9,22.4,6.0,51.9,2018
5,6 Nov,0.6,0.2,0.2,0.4,26.9,31.1,25.0,7.7,40.7,2018
6,7 Nov,53.0,38.8,52.0,52.8,26.4,31.8,23.4,7.2,22.2,2018
7,8 Nov,34.2,29.2,32.6,32.6,26.1,31.9,23.1,5.9,40.7,2018
8,9 Nov,0.8,0.6,0.8,0.8,26.3,28.7,25.0,6.6,25.9,2018
9,10 Nov,19.8,3.4,4.8,9.4,26.6,30.6,24.4,6.6,22.2,2018
10,11 Nov,0.4,0.4,0.4,0.4,27.2,31.6,25.1,5.8,27.8,2018
11,12 Nov,21.2,6.6,9.2,13.8,26.3,31.9,24.4,7.0,24.1,2018
12,13 Nov,3.4,3.4,3.4,3.4,27.0,30.4,24.5,7.1,27.8,2018
13,14 Nov,13.2,5.6,7.0,11.0,27.3,31.5,23.6,5.9,29.6,2018
14,15 Nov,7.0,3.0,4.4,6.8,28.0,32.4,24.0,7.9,40.7,2018
15,16 Nov,16.4,10.2,13.4,14.2,27.2,33.3,24.3,7.4,31.5,2018
16,17 Nov,0.0,0.0,0.0,0.0,27.8,31.8,24.9,5.6,20.4,2018
17,18 Nov,0.0,0.0,0.0,0.0,28.5,33.1,25.9,6.3,31.5,2018
18,19 Nov,6.0,2.2,3.4,4.4,26.1,27.5,23.5,5.7,38.9,2018
19,20 Nov,0.2,0.2,0.2,0.2,28.1,31.7,24.9,8.6,31.5,2018
20,21 Nov,11.0,11.0,11.0,11.0,28.6,33.1,23.2,8.9,40.7,2018
21,22 Nov,2.2,2.2,2.2,2.2,30.0,33.9,26.0,8.2,37.0,2018
22,23 Nov,3.6,2.8,3.0,3.4,27.6,30.3,24.1,6.4,46.3,2018
23,24 Nov,13.4,13.4,13.4,13.4,28.7,33.9,23.7,6.5,38.9,2018
24,25 Nov,5.2,14.6,16.6,17.4,27.8,31.3,24.5,6.3,27.8,2018
25,26 Nov,1.6,1.6,1.6,1.6,27.5,31.5,25.6,7.2,24.1,2018
26,27 Nov,1.4,0.6,1.0,1.4,26.4,28.8,24.6,5.7,42.6,2018
27,28 Nov,2.2,2.2,2.2,2.2,27.2,32.4,24.9,8.4,31.5,2018
28,29 Nov,0.0,0.0,0.0,0.0,27.6,32.0,25.1,7.4,35.2,2018
29,30 Nov,52.8,33.0,44.6,50.8,27.2,32.9,22.8,7.8,35.2,2018
0,1 Oct,15.0,11.8,14.6,14.6,27.6,32.9,23.3,5.7,25.2,2018
1,2 Oct,13.2,3.4,5.8,6.4,27.5,32.9,23.7,6.7,28.2,2018
2,3 Oct,0.2,0.2,0.2,0.2,26.8,30.0,25.1,5.2,27.4,2018
3,4 Oct,1.0,1.0,1.0,1.0,27.0,30.4,25.1,5.6,22.4,2018
4,5 Oct,31.8,26.4,30.0,31.2,26.8,29.4,23.8,5.4,21.3,2018
5,6 Oct,3.4,1.8,2.8,3.0,26.7,31.5,24.7,0.4,38.9,2018
6,7 Oct,5.4,1.6,2.2,3.2,25.7,29.0,24.5,6.9,28.2,2018
7,8 Oct,0.2,0.2,0.2,0.2,27.5,31.4,24.6,7.6,25.2,2018
8,9 Oct,0.0,0.0,0.0,0.0,28.0,32.5,25.4,6.1,31.7,2018
9,10 Oct,7.6,6.4,6.6,7.6,26.9,28.9,23.7,4.4,35.0,2018
10,11 Oct,5.8,4.6,5.2,5.6,28.1,31.6,24.4,7.2,28.2,2018
11,12 Oct,2.8,2.0,2.0,2.0,26.9,30.4,24.0,7.2,30.2,2018
12,13 Oct,0.0,0.0,0.0,0.0,28.9,33.4,25.6,5.7,28.5,2018
13,14 Oct,1.2,1.2,1.2,1.2,28.2,31.5,25.8,7.6,40.4,2018
14,15 Oct,1.2,1.2,1.2,1.2,28.6,33.1,26.5,7.6,28.2,2018
15,16 Oct,24.8,7.2,10.2,13.4,27.3,31.6,23.5,5.9,29.4,2018
16,17 Oct,11.0,6.6,8.4,10.4,27.8,31.4,24.1,6.1,31.7,2018
17,18 Oct,0.0,0.0,0.0,0.0,28.7,31.6,26.0,5.2,22.0,2018
18,19 Oct,2.0,1.6,2.0,2.0,28.7,31.4,26.4,7,26.7,2018
19,20 Oct,0.2,0.2,0.2,0.2,29.4,33.0,27.0,8.5,25.2,2018
20,21 Oct,25.8,16.2,21.0,23.4,26.6,29.8,23.1,2.8,29.4,2018
21,22 Oct,22.0,17.0,19.0,19.2,26.4,31.8,24.3,6.5,27.0,2018
22,23 Oct,0.4,0.2,0.4,0.6,27.1,31.1,24.3,6.3,21.7,2018
23,24 Oct,1.6,0.6,0.8,1.2,27.4,29.8,25.9,6.7,27.8,2018
24,25 Oct,38.6,23.8,32.6,35.2,27.1,31.3,23.1,6.3,25.9,2018
25,26 Oct,0.2,0.2,0.2,0.2,26.7,29.7,24.9,6.7,28.5,2018
26,27 Oct,0.6,0.4,0.4,0.4,28.3,33.3,25.0,8.9,29.8,2018
27,28 Oct,6.0,5.2,5.2,5.2,28.2,34.6,24.5,8.1,29.1,2018
28,29 Oct,0.0,0.0,0.0,0.0,28.2,32.7,25.4,6.5,29.1,2018
29,30 Oct,38.8,19.4,20.0,37.8,27.4,31.3,23.2,-,37.8,2018
30,31 Oct,18.8,20.6,27.0,40.6,27.4,32.2,23.1,6.5,28.9,2018
0,1 Sep,0.0,0.0,0.0,0.0,28.7,32.5,26.6,6.8,35.2,2018
1,2 Sep,2.4,1.2,1.8,2.4,27.2,30.1,25.0,5.5,29.6,2018
2,3 Sep,0.0,0.0,0.0,0.0,28.4,32.0,26.7,7.9,35.2,2018
3,4 Sep,0.6,0.6,0.6,0.6,28.2,30.8,26.6,6.1,29.6,2018
4,5 Sep,0.2,0.2,0.2,0.2,27.5,32.0,24.8,7.7,42.6,2018
5,6 Sep,0.0,0.0,0.0,0.0,28.5,32.4,25.6,7.3,31.5,2018
6,7 Sep,1.0,0.8,0.8,1.0,27.5,30.9,25.6,6.2,27.8,2018
7,8 Sep,0.0,0.0,0.0,0.0,28.5,31.4,26.5,7.4,24.1,2018
8,9 Sep,7.8,4.2,5.2,7.0,27.0,30.6,25.1,7.3,22.2,2018
9,10 Sep,0.0,0.0,0.0,0.0,28.3,31.3,26.2,9.3,29.6,2018
10,11 Sep,0.4,0.2,0.2,0.2,27.9,31.3,25.5,8.6,40.7,2018
11,12 Sep,0.0,0.0,0.0,0.2,27.9,31.7,24.5,8.8,29.6,2018
12,13 Sep,0.0,0.0,0.0,0.0,27.7,31.0,26.4,7.2,31.5,2018
13,14 Sep,0.0,0.0,0.0,0.0,27.1,29.9,25.6,13.2,51.9,2018
14,15 Sep,0.0,0.0,0.0,0.0,28.2,31.7,26.1,6.7,33.3,2018
15,16 Sep,0.0,0.0,0.0,0.0,28.7,31.9,26.0,8.3,29.6,2018
16,17 Sep,5.8,4.8,4.8,4.8,28.2,30.5,25.7,6.8,42.6,2018
17,18 Sep,21.6,4.4,8.2,10.2,25.9,27.8,23.5,6.2,31.5,2018
18,19 Sep,0.0,0.0,0.0,0.0,27.8,30.1,25.6,5.5,25.9,2018
19,20 Sep,5.6,4.8,5.4,5.6,27.3,29.4,23.6,5.5,29.6,2018
20,21 Sep,0.0,0.0,0.0,0.0,28.6,31.8,25.8,7.6,37.0,2018
21,22 Sep,5.8,3.2,3.4,4.6,26.9,29.9,23.8,7.7,42.6,2018
22,23 Sep,0.0,0.0,0.0,0.0,28.8,32.0,26.5,7.1,25.9,2018
23,24 Sep,1.4,1.0,1.0,1.0,28.1,30.6,25.0,6.3,27.8,2018
24,25 Sep,38.2,22.2,31.4,35.4,26.9,30.1,22.7,7.8,38.9,2018
25,26 Sep,0.0,0.0,0.0,0.0,28.2,30.4,26.6,8.1,35.0,2018
26,27 Sep,0.0,0.0,0.0,0.0,28.4,31.5,25.7,5.9,27.4,2018
27,28 Sep,0.6,0.6,0.6,0.6,28.9,32.6,25.7,5.6,27.4,2018
28,29 Sep,29.6,21.4,29.0,29.6,27.9,30.9,22.4,6.9,29.8,2018
29,30 Sep,0.0,0.0,0.0,0.0,28.7,32.4,26.4,9.5,42.4,2018
0,1 Aug,0.2,0.2,0.2,0.2,28.2,32.1,26.0,7.3,24.1,2018
1,2 Aug,16.0,7.0,9.8,12.6,27.2,31.2,24.2,8.6,33.3,2018
2,3 Aug,0.0,0.0,0.0,0.0,27.2,29.7,25.2,6.1,29.6,2018
3,4 Aug,1.0,0.4,0.6,0.8,26.8,29.3,25.3,5.6,27.8,2018
4,5 Aug,0.0,0.0,0.0,0.0,27.8,30.8,25.6,6.6,25.9,2018
5,6 Aug,0.0,0.0,0.0,0.0,28.8,32.2,25.9,7.9,29.6,2018
6,7 Aug,0.0,0.0,0.0,0.0,28.9,31.1,27.5,9.3,29.6,2018
7,8 Aug,0.0,0.0,0.0,0.0,29.5,32.0,27.7,13.9,31.5,2018
8,9 Aug,0.0,0.0,0.0,0.0,29.5,32.8,27.4,11.7,35.2,2018
9,10 Aug,0.0,0.0,0.0,0.0,29.6,32.4,27.3,12.7,37.0,2018
10,11 Aug,0.0,0.0,0.0,0.0,30.0,33.2,27.8,12.0,29.6,2018
11,12 Aug,0.0,0.0,0.0,0.0,29.5,32.4,28.0,12.6,44.4,2018
12,13 Aug,32.4,26.8,32.2,32.4,28.1,31.4,24.0,7.2,33.3,2018
13,14 Aug,0.0,0.0,0.0,0.0,28.6,32.7,25.7,7.2,35.2,2018
14,15 Aug,0.0,0.0,0.0,0.0,29.1,31.4,27.5,6.7,25.9,2018
15,16 Aug,1.0,1.0,1.0,1.0,28.0,30.7,25.4,5.9,24.1,2018
16,17 Aug,0.0,0.0,0.0,0.0,29.1,32.4,26.7,11.7,42.6,2018
17,18 Aug,0.0,0.0,0.0,0.0,29.4,32.6,27.7,13.7,40.7,2018
18,19 Aug,10.0,9.8,10.0,10.0,28.5,31.8,25.1,11.4,53.7,2018
19,20 Aug,11.8,6.8,7.6,7.6,27.9,31.9,25.9,9.3,40.7,2018
20,21 Aug,6.6,4.2,5.6,6.4,26.7,29.3,24.0,6.5,29.6,2018
21,22 Aug,0.0,0.0,0.0,0.0,28.8,31.9,26.4,9.7,29.6,2018
22,23 Aug,2.8,1.2,1.6,1.8,27.4,30.5,25.6,8.4,35.2,2018
23,24 Aug,6.4,5.2,6.0,6.2,27.5,31.1,24.2,6.2,35.2,2018
24,25 Aug,13.6,5.4,5.4,6.4,27.5,30.3,23.7,11.4,38.9,2018
25,26 Aug,3.6,1.4,1.6,1.6,26.7,28.3,25.0,6.7,31.5,2018
26,27 Aug,28.2,9.8,13.2,18.8,26.4,31.5,23.8,5.6,27.8,2018
27,28 Aug,0.0,0.0,0.0,2.2,27.2,30.5,24.7,4.8,24.1,2018
28,29 Aug,2.8,1.4,1.8,2.0,26.9,29.3,24.7,4.6,31.5,2018
29,30 Aug,5.0,3.8,3.8,3.8,27.0,29.5,25.4,7.6,35.2,2018
30,31 Aug,0.0,0.0,0.0,0.0,28.4,31.3,25.9,8.2,25.9,2018
0,1 Jul,0.0,0.0,0.0,0.0,29.1,31.8,27.0,9.0,31.5,2018
1,2 Jul,3.8,3.8,3.8,3.8,28.9,31.7,24.6,9.1,44.4,2018
2,3 Jul,0.0,0.0,0.0,0.0,29.2,32.0,27.1,7.8,29.6,2018
3,4 Jul,9.0,8.6,9.0,9.0,28.8,32.5,24.7,7.9,27.8,2018
4,5 Jul,6.2,2.8,3.0,3.0,27.3,30.9,25.5,7.2,38.9,2018
5,6 Jul,0.0,0.0,0.0,0.0,28.6,31.3,26.4,5.7,24.1,2018
6,7 Jul,0.0,0.0,0.0,0.0,29.5,32.4,27.3,7.9,25.9,2018
7,8 Jul,7.0,3.2,5.8,7.0,28.3,31.0,24.6,6.9,42.6,2018
8,9 Jul,0.0,0.0,0.0,0.0,29.4,32.1,27.7,7.6,31.5,2018
9,10 Jul,3.4,3.4,3.4,3.4,27.9,29.9,24.4,7.0,29.6,2018
10,11 Jul,0.0,0.0,0.0,0.0,28.5,31.8,25.7,7.1,29.6,2018
11,12 Jul,0.0,0.0,0.0,0.0,29.0,31.4,27.0,7.0,27.8,2018
12,13 Jul,0.0,0.0,0.0,0.0,28.8,31.7,26.7,7.0,25.9,2018
13,14 Jul,27.8,19.0,27.4,27.6,28.9,32.3,23.6,8.8,38.9,2018
14,15 Jul,0.6,0.6,0.6,0.6,29.0,32.1,26.4,10.1,29.6,2018
15,16 Jul,0.0,0.0,0.0,0.0,29.4,32.0,27.5,10.0,31.5,2018
16,17 Jul,0.0,0.0,0.0,0.0,29.9,32.9,28.3,15.5,31.5,2018
17,18 Jul,0.0,0.0,0.0,0.0,29.8,32.8,28.1,11.7,25.9,2018
18,19 Jul,0.0,0.0,0.0,0.0,29.9,32.9,28.0,14.7,33.3,2018
19,20 Jul,19.2,10.6,12.6,13.2,27.4,29.8,22.2,7.1,42.6,2018
20,21 Jul,0.0,0.0,0.0,0.0,28.6,32.0,26.5,7.3,33.3,2018
21,22 Jul,18.0,8.4,14.4,18.0,27.8,31.3,24.0,6.3,27.8,2018
22,23 Jul,0.4,0.4,0.4,0.4,28.3,32.1,25.7,6.5,37.0,2018
23,24 Jul,4.6,4.2,4.2,4.2,27.3,31.4,24.0,6.3,25.9,2018
24,25 Jul,18.0,15.0,15.4,17.6,27.2,31.2,23.9,5.2,31.5,2018
25,26 Jul,2.6,0.8,1.2,1.8,26.9,29.2,24.9,8.4,27.8,2018
26,27 Jul,0.0,0.0,0.0,0.0,29.2,32.4,26.6,12.9,35.2,2018
27,28 Jul,5.6,5.2,5.2,5.6,29.2,32.3,25.2,12.0,48.2,2018
28,29 Jul,10.8,5.0,7.6,8.2,28.0,31.8,24.6,8.4,48.2,2018
29,30 Jul,0.0,0.0,0.0,0.2,28.4,31.5,25.4,9.3,31.5,2018
30,31 Jul,8.2,5.8,8.2,8.2,28.3,31.8,25.4,12.3,40.7,2018
0,1 Jun,0.0,0.0,0.0,0.0,29.1,32.1,26.8,6.9,27.8,2018
1,2 Jun,0.0,0.0,0.0,0.0,28.2,32.5,26.5,7.4,27.8,2018
2,3 Jun,59.4,32.4,55.4,58.8,27.9,30.7,23.6,5.2,42.6,2018
3,4 Jun,12.4,10.2,11.6,12.2,28.6,31.8,23.7,7.1,29.6,2018
4,5 Jun,1.6,1.2,1.4,1.4,27.9,31.9,25.0,5.1,33.3,2018
5,6 Jun,2.6,2.6,2.6,2.6,28.4,31.2,24.7,8.0,27.8,2018
6,7 Jun,7.2,4.0,5.6,6.6,27.3,29.5,24.5,3.5,22.2,2018
7,8 Jun,8.6,6.0,8.6,8.6,28.2,33.6,25.1,6.0,29.6,2018
8,9 Jun,18.0,14.8,16.2,17.8,27.3,31.4,23.9,5.3,38.9,2018
9,10 Jun,0.0,0.0,0.0,0.0,28.8,32.5,26.0,4.8,29.6,2018
10,11 Jun,39.0,29.6,35.6,39.0,27.0,32.1,22.9,5.9,29.6,2018
11,12 Jun,0.0,0.0,0.0,0.0,27.7,30.2,26.0,6.2,25.9,2018
12,13 Jun,3.2,2.4,2.4,2.4,27.8,31.9,23.9,5.2,22.2,2018
13,14 Jun,0.0,0.0,0.0,0.0,28.5,31.2,26.1,6.5,37.0,2018
14,15 Jun,0.2,0.2,0.2,0.2,28.4,31.5,26.6,5.6,27.8,2018
15,16 Jun,2.8,0.8,1.4,1.4,26.9,30.0,25.2,6.6,24.1,2018
16,17 Jun,0.0,0.2,0.4,1.0,28.0,30.5,25.5,6.6,22.2,2018
17,18 Jun,0.0,0.0,0.0,0.0,27.9,31.7,25.9,5.5,29.6,2018
18,19 Jun,1.6,1.6,1.6,1.6,27.8,31.2,25.3,4.2,33.3,2018
19,20 Jun,15.8,6.4,9.4,12.6,26.5,27.5,24.0,5.3,31.5,2018
